date,open,high,low,close,volume
2016-12-31,961.52,973.37,949,973.37,99135104
2016-12-30,970.51,970.51,930.3,960.81,187474000
2016-12-29,982.25,988.88,950.5,970.72,199320000
2016-12-28,925.28,983.46,923.95,982.17,236630000
2016-12-27,902.08,943.36,895,925.2,167308000
2016-12-26,895.94,908.24,890,902.09,123771000
2016-12-25,891.59,897.4,851.11,896.12,143664992
2016-12-24,917.28,918.19,880.1,891.5,137727008
2016-12-23,856.45,918.5,855.45,917.26,275564000
2016-12-22,834.15,875.75,832.38,856.02,200027008
2016-12-21,798.98,834.5,798.88,834.5,155576000
2016-12-20,791,799.21,788.58,798.99,99629296
2016-12-19,790.71,794.99,789,790.81,74886400
2016-12-18,788.98,791.96,787.19,790.72,60524400
2016-12-17,780.85,791.97,779.5,788.57,78989800
2016-12-16,776.16,785,774.8,780.98,83608200
2016-12-15,777.66,780,775,776.16,81580096
2016-12-14,776.65,781.8,773.2,777.66,75979000
2016-12-13,779.26,790.34,772.76,776.18,81645600
2016-12-12,771.05,782,770.88,778.94,76571000
2016-12-11,776.05,776.08,765,771.05,57313400
2016-12-10,773.15,776.99,770,775.87,53843100
2016-12-09,767.9,773.22,765.97,773.22,68705296
2016-12-08,764.34,772.82,761.71,767.89,80111904
2016-12-07,759.93,768.9,750.26,764.34,96426096
2016-12-06,752.01,761.58,752,759.8,116218000
2016-12-05,767.94,767.99,748.6,752,106363000
2016-12-04,766.86,769.76,762.83,767.99,60557900
2016-12-03,769.78,771.92,759,766.98,69547296
2016-12-02,754,780,753.53,769.25,127605000
2016-12-01,742.51,754.9,741.59,754,80461904
2016-11-30,732.44,745,729.17,742.69,84070800
2016-11-29,730.18,734.36,728.2,732.37,68511104
2016-11-28,729.24,736.44,729,729.77,61888600
2016-11-27,735.69,737.95,728.01,729.24,52601800
2016-11-26,739.51,739.98,726,735.7,54962700
2016-11-25,737.99,739.99,729,739.74,67807600
2016-11-24,741.51,743.99,727,737.99,85919296
2016-11-23,746.66,747.12,734,741.52,76543800
2016-11-22,736.39,748.77,726.38,746.66,129906000
2016-11-21,731.72,738.47,730,736.4,60802400
2016-11-20,750.77,753.81,715,731.99,154116000
2016-11-19,748.55,752.3,738,750.77,110608000
2016-11-18,729.61,751,728.89,748.54,87363104
2016-11-17,738.07,750.01,729.01,730.71,108579000
2016-11-16,711.92,743.8,710,739.85,141294000
2016-11-15,708.4,716.3,673.85,712.29,72038496
2016-11-14,704.01,708.57,695.07,708.32,62993000
2016-11-13,704.63,705.94,685.7,704.01,80318096
2016-11-12,716.56,716.99,702.42,704.53,64622500
2016-11-11,713,718.99,712.5,716.9,63119700
2016-11-10,721,723.61,705.84,712.91,68807800
2016-11-09,711.3,747.26,710.05,720.97,132429000
2016-11-08,706.41,716.45,704.16,711.15,79660800
2016-11-07,717.04,717.32,701.35,706.42,65047100
2016-11-06,706.98,719.83,705.86,717.02,59902200
2016-11-05,706.05,707.99,697.72,706.99,53752300
2016-11-04,690,708.33,683.8,706.32,99907696
2016-11-03,744.61,746.16,672.06,690,172808000
2016-11-02,730.7,744.6,720,744.6,84865200
2016-11-01,697.07,737.5,695.74,730.7,130527000
2016-10-31,697.39,709.68,681.01,696.9,97064400
2016-10-30,714.28,714.98,692.04,697.41,100665000
2016-10-29,689.95,725.64,689.39,714.28,134760992
2016-10-28,691.01,691.19,683.2,689.95,81145504
2016-10-27,674,692.41,673.54,691.21,96105296
2016-10-26,654.3,678,652.51,674,88877104
2016-10-25,649.98,657.5,648.99,654.3,90378800
2016-10-24,651.05,652.93,645.81,649.98,62218200
2016-10-23,653.03,655.8,645.33,651.04,54474600
2016-10-22,630.67,658,629.32,652.75,78556496
2016-10-21,628.19,633.41,627.5,630.83,55951000
2016-10-20,629.79,629.99,626.01,628.05,56957300
2016-10-19,635.12,636.99,625.6,629.79,69381696
2016-10-18,639.56,640,632.15,635.11,65546700
2016-10-17,642.1,643.47,636.27,639.56,58063600
2016-10-16,638.16,643.91,637.87,641.92,40298100
2016-10-15,638.03,639.99,636,638.16,39035400
2016-10-14,635.8,639.99,624.08,638.03,58144600
2016-10-13,635.9,639.85,632,635.66,61620700
2016-10-12,642.3,643.58,631.91,635.79,92370200
2016-10-11,618.72,647.03,618.13,642.12,103590000
2016-10-10,617.43,619.2,615.46,618.72,67481104
2016-10-09,619.46,619.59,617,617.42,39243400
2016-10-08,618.11,620,617.55,619.5,42345900
2016-10-07,611.78,618.7,609.89,617.98,64071400
2016-10-06,613.16,613.39,610.3,611.88,56812100
2016-10-05,610.33,614.24,609.22,613.16,68077504
2016-10-04,612.99,613.23,606.93,610.34,49801600
2016-10-03,612.42,615.24,610.7,612.99,46798300
